Municipality|Ward_Name|Ward_Number|Contest|Party|Candidate|Votes
City of Kenosha|Wards 87|87|Representative to the Assembly District 64|REP|Ed Hibsch|32
City of Kenosha|Wards 87|87|Representative to the Assembly District 64|DEM|Tip McGuire|28
City of Kenosha|Wards 87|87|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 87|87|District Attorney|REP|Xavier Solis|33
City of Kenosha|Wards 87|87|District Attorney|DEM|Carli McNeill|28
City of Kenosha|Wards 87|87|District Attorney|Write-In||0
City of Kenosha|Wards 87|87|County Clerk|DEM|Regi Waligora|39
City of Kenosha|Wards 87|87|County Clerk|Write-In||3
City of Kenosha|Wards 87|87|County Treasurer|DEM|Teri Jacobson|39
City of Kenosha|Wards 87|87|County Treasurer|Write-In||3
City of Kenosha|Wards 87|87|Register of Deeds|DEM|Jennifer Mack|39
City of Kenosha|Wards 87|87|Register of Deeds|Write-In||3
City of Kenosha|Wards 87|87|State Referendum|Yes||46
City of Kenosha|Wards 87|87|State Referendum|No||10
City of Kenosha|Wards 88|88|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 88|88|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 88|88|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 88|88|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 88|88|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 88|88|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 88|88|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 88|88|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 88|88|President / Vice President|Write-In||0
City of Kenosha|Wards 88|88|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 88|88|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 88|88|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 88|88|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 88|88|United States Senator|Write-In||0
City of Kenosha|Wards 88|88|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 88|88|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 88|88|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 88|88|Representative in Congress|Write-In||0
City of Kenosha|Wards 88|88|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 88|88|State Senator District 22|Write-In||0
City of Kenosha|Wards 88|88|Representative to the Assembly District 65|DEM|Ben DeSmidt|0
City of Kenosha|Wards 88|88|Representative to the Assembly District 65|REP|Brian Gonzales|0
City of Kenosha|Wards 88|88|Representative to the Assembly District 65|Write-In||0
City of Kenosha|Wards 88|88|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 88|88|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 88|88|District Attorney|Write-In||0
City of Kenosha|Wards 88|88|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 88|88|County Clerk|Write-In||0
City of Kenosha|Wards 88|88|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 88|88|County Treasurer|Write-In||0
City of Kenosha|Wards 88|88|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 88|88|Register of Deeds|Write-In||0
City of Kenosha|Wards 88|88|State Referendum|Yes||0
City of Kenosha|Wards 88|88|State Referendum|No||0
City of Kenosha|Wards 89|89|President / Vice President|DEM|Kamala D. Harris / Tim Walz|18
City of Kenosha|Wards 89|89|President / Vice President|REP|Donald J. Trump / JD Vance|17
City of Kenosha|Wards 89|89|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 89|89|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 89|89|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 89|89|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 89|89|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 89|89|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 89|89|President / Vice President|Write-In||0
City of Kenosha|Wards 89|89|United States Senator|DEM|Tammy Baldwin|20
City of Kenosha|Wards 89|89|United States Senator|REP|Eric Hovde|14
City of Kenosha|Wards 89|89|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 89|89|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 89|89|United States Senator|Write-In||0
City of Kenosha|Wards 89|89|Representative in Congress|DEM|Peter Barca|19
City of Kenosha|Wards 89|89|Representative in Congress|REP|Bryan Steil|14
City of Kenosha|Wards 89|89|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 89|89|Representative in Congress|Write-In||0
City of Kenosha|Wards 89|89|State Senator District 22|DEM|Robert W. Wirch|26
City of Kenosha|Wards 89|89|State Senator District 22|Write-In||1
City of Kenosha|Wards 89|89|Representative to the Assembly District 65|DEM|Ben DeSmidt|21
City of Kenosha|Wards 89|89|Representative to the Assembly District 65|REP|Brian Gonzales|13
City of Kenosha|Wards 89|89|Representative to the Assembly District 65|Write-In||0
City of Kenosha|Wards 89|89|District Attorney|DEM|Carli McNeill|19
City of Kenosha|Wards 89|89|District Attorney|REP|Xavier Solis|15
City of Kenosha|Wards 89|89|District Attorney|Write-In||0
City of Kenosha|Wards 89|89|County Clerk|DEM|Regi Waligora|26
City of Kenosha|Wards 89|89|County Clerk|Write-In||1
City of Kenosha|Wards 89|89|County Treasurer|DEM|Teri Jacobson|24
City of Kenosha|Wards 89|89|County Treasurer|Write-In||1
City of Kenosha|Wards 89|89|Register of Deeds|DEM|Jennifer Mack|26
City of Kenosha|Wards 89|89|Register of Deeds|Write-In||1
City of Kenosha|Wards 89|89|State Referendum|Yes||22
City of Kenosha|Wards 89|89|State Referendum|No||6
City of Kenosha|Wards 90|90|President / Vice President|DEM|Kamala D. Harris / Tim Walz|6
City of Kenosha|Wards 90|90|President / Vice President|REP|Donald J. Trump / JD Vance|4
City of Kenosha|Wards 90|90|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 90|90|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 90|90|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 90|90|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 90|90|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 90|90|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 90|90|President / Vice President|Write-In||0
City of Kenosha|Wards 90|90|United States Senator|DEM|Tammy Baldwin|7
City of Kenosha|Wards 90|90|United States Senator|REP|Eric Hovde|3
City of Kenosha|Wards 90|90|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 90|90|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 90|90|United States Senator|Write-In||0
City of Kenosha|Wards 90|90|Representative in Congress|DEM|Peter Barca|6
City of Kenosha|Wards 90|90|Representative in Congress|REP|Bryan Steil|4
City of Kenosha|Wards 90|90|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 90|90|Representative in Congress|Write-In||0
City of Kenosha|Wards 90|90|State Senator District 22|DEM|Robert W. Wirch|7
City of Kenosha|Wards 90|90|State Senator District 22|Write-In||1
City of Kenosha|Wards 90|90|Representative to the Assembly District 65|DEM|Ben DeSmidt|7
City of Kenosha|Wards 90|90|Representative to the Assembly District 65|REP|Brian Gonzales|3
City of Kenosha|Wards 90|90|Representative to the Assembly District 65|Write-In||0
City of Kenosha|Wards 90|90|District Attorney|DEM|Carli McNeill|6
City of Kenosha|Wards 90|90|District Attorney|REP|Xavier Solis|3
City of Kenosha|Wards 90|90|District Attorney|Write-In||0
City of Kenosha|Wards 90|90|County Clerk|DEM|Regi Waligora|8
City of Kenosha|Wards 90|90|County Clerk|Write-In||0
City of Kenosha|Wards 90|90|County Treasurer|DEM|Teri Jacobson|8
City of Kenosha|Wards 90|90|County Treasurer|Write-In||0
City of Kenosha|Wards 90|90|Register of Deeds|DEM|Jennifer Mack|9
City of Kenosha|Wards 90|90|Register of Deeds|Write-In||0
City of Kenosha|Wards 90|90|State Referendum|Yes||7
City of Kenosha|Wards 90|90|State Referendum|No||3
City of Kenosha|Wards 91|91|President / Vice President|REP|Donald J. Trump / JD Vance|22
City of Kenosha|Wards 91|91|President / Vice President|DEM|Kamala D. Harris / Tim Walz|12
City of Kenosha|Wards 91|91|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|1
City of Kenosha|Wards 91|91|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 91|91|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 91|91|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 91|91|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 91|91|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 91|91|President / Vice President|Write-In||0
City of Kenosha|Wards 91|91|United States Senator|REP|Eric Hovde|21
City of Kenosha|Wards 91|91|United States Senator|DEM|Tammy Baldwin|13
City of Kenosha|Wards 91|91|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 91|91|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 91|91|United States Senator|Write-In||0
City of Kenosha|Wards 91|91|Representative in Congress|REP|Bryan Steil|23
City of Kenosha|Wards 91|91|Representative in Congress|DEM|Peter Barca|10
City of Kenosha|Wards 91|91|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 91|91|Representative in Congress|Write-In||0
City of Kenosha|Wards 91|91|State Senator District 22|DEM|Robert W. Wirch|23
City of Kenosha|Wards 91|91|State Senator District 22|Write-In||1
City of Kenosha|Wards 91|91|Representative to the Assembly District 65|REP|Brian Gonzales|22
City of Kenosha|Wards 91|91|Representative to the Assembly District 65|DEM|Ben DeSmidt|12
City of Kenosha|Wards 91|91|Representative to the Assembly District 65|Write-In||0
City of Kenosha|Wards 91|91|District Attorney|REP|Xavier Solis|22
City of Kenosha|Wards 91|91|District Attorney|DEM|Carli McNeill|12
City of Kenosha|Wards 91|91|District Attorney|Write-In||0
City of Kenosha|Wards 91|91|County Clerk|DEM|Regi Waligora|23
City of Kenosha|Wards 91|91|County Clerk|Write-In||1
City of Kenosha|Wards 91|91|County Treasurer|DEM|Teri Jacobson|23
City of Kenosha|Wards 91|91|County Treasurer|Write-In||1
City of Kenosha|Wards 91|91|Register of Deeds|DEM|Jennifer Mack|24
City of Kenosha|Wards 91|91|Register of Deeds|Write-In||1
City of Kenosha|Wards 91|91|State Referendum|Yes||26
City of Kenosha|Wards 91|91|State Referendum|No||5
City of Kenosha|Wards 92|92|President / Vice President|DEM|Kamala D. Harris / Tim Walz|37
City of Kenosha|Wards 92|92|President / Vice President|REP|Donald J. Trump / JD Vance|30
City of Kenosha|Wards 92|92|President / Vice President|GRN|Jill Stein / Rudolph Ware|1
City of Kenosha|Wards 92|92|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 92|92|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 92|92|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 92|92|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 92|92|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 92|92|President / Vice President|Write-In||0
City of Kenosha|Wards 92|92|United States Senator|DEM|Tammy Baldwin|34
City of Kenosha|Wards 92|92|United States Senator|REP|Eric Hovde|28
City of Kenosha|Wards 92|92|United States Senator|AFT|Thomas Leager|2
City of Kenosha|Wards 92|92|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 92|92|United States Senator|Write-In||0
City of Kenosha|Wards 92|92|Representative in Congress|DEM|Peter Barca|32
City of Kenosha|Wards 92|92|Representative in Congress|REP|Bryan Steil|32
City of Kenosha|Wards 92|92|Representative in Congress|GRN|Chester Todd, Jr.|1
City of Kenosha|Wards 92|92|Representative in Congress|Write-In||0
City of Kenosha|Wards 92|92|State Senator District 22|DEM|Robert W. Wirch|52
City of Kenosha|Wards 92|92|State Senator District 22|Write-In||1
City of Kenosha|Wards 92|92|Representative to the Assembly District 64|DEM|Tip McGuire|32
City of Kenosha|Wards 92|92|Representative to the Assembly District 64|REP|Ed Hibsch|32
City of Kenosha|Wards 92|92|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 92|92|District Attorney|DEM|Carli McNeill|35
City of Kenosha|Wards 92|92|District Attorney|REP|Xavier Solis|29
City of Kenosha|Wards 92|92|District Attorney|Write-In||0
City of Kenosha|Wards 92|92|County Clerk|DEM|Regi Waligora|50
City of Kenosha|Wards 92|92|County Clerk|Write-In||2
City of Kenosha|Wards 92|92|County Treasurer|DEM|Teri Jacobson|51
City of Kenosha|Wards 92|92|County Treasurer|Write-In||1
City of Kenosha|Wards 92|92|Register of Deeds|DEM|Jennifer Mack|47
City of Kenosha|Wards 92|92|Register of Deeds|Write-In||1
City of Kenosha|Wards 92|92|State Referendum|Yes||43
City of Kenosha|Wards 92|92|State Referendum|No||16
City of Kenosha|Wards 93|93|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 93|93|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 93|93|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 93|93|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 93|93|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 93|93|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 93|93|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 93|93|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 93|93|President / Vice President|Write-In||0
City of Kenosha|Wards 93|93|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 93|93|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 93|93|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 93|93|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 93|93|United States Senator|Write-In||0
City of Kenosha|Wards 93|93|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 93|93|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 93|93|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 93|93|Representative in Congress|Write-In||0
City of Kenosha|Wards 93|93|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 93|93|State Senator District 22|Write-In||0
City of Kenosha|Wards 93|93|Representative to the Assembly District 64|DEM|Tip McGuire|0
City of Kenosha|Wards 93|93|Representative to the Assembly District 64|REP|Ed Hibsch|0
City of Kenosha|Wards 93|93|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 93|93|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 93|93|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 93|93|District Attorney|Write-In||0
City of Kenosha|Wards 93|93|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 93|93|County Clerk|Write-In||0
City of Kenosha|Wards 93|93|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 93|93|County Treasurer|Write-In||0
City of Kenosha|Wards 93|93|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 93|93|Register of Deeds|Write-In||0
City of Kenosha|Wards 93|93|State Referendum|Yes||0
City of Kenosha|Wards 93|93|State Referendum|No||0
City of Kenosha|Wards 94|94|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 94|94|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 94|94|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 94|94|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 94|94|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 94|94|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 94|94|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 94|94|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 94|94|President / Vice President|Write-In||0
City of Kenosha|Wards 94|94|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 94|94|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 94|94|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 94|94|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 94|94|United States Senator|Write-In||0
City of Kenosha|Wards 94|94|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 94|94|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 94|94|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 94|94|Representative in Congress|Write-In||0
City of Kenosha|Wards 94|94|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 94|94|State Senator District 22|Write-In||0
City of Kenosha|Wards 94|94|Representative to the Assembly District 64|DEM|Tip McGuire|0
City of Kenosha|Wards 94|94|Representative to the Assembly District 64|REP|Ed Hibsch|0
City of Kenosha|Wards 94|94|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 94|94|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 94|94|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 94|94|District Attorney|Write-In||0
City of Kenosha|Wards 94|94|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 94|94|County Clerk|Write-In||0
City of Kenosha|Wards 94|94|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 94|94|County Treasurer|Write-In||0
City of Kenosha|Wards 94|94|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 94|94|Register of Deeds|Write-In||0
City of Kenosha|Wards 94|94|State Referendum|Yes||0
City of Kenosha|Wards 94|94|State Referendum|No||0
City of Kenosha|Wards 95|95|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 95|95|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 95|95|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 95|95|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 95|95|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 95|95|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 95|95|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 95|95|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 95|95|President / Vice President|Write-In||0
City of Kenosha|Wards 95|95|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 95|95|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 95|95|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 95|95|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 95|95|United States Senator|Write-In||0
City of Kenosha|Wards 95|95|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 95|95|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 95|95|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 95|95|Representative in Congress|Write-In||0
City of Kenosha|Wards 95|95|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 95|95|State Senator District 22|Write-In||0
City of Kenosha|Wards 95|95|Representative to the Assembly District 64|DEM|Tip McGuire|0
City of Kenosha|Wards 95|95|Representative to the Assembly District 64|REP|Ed Hibsch|0
City of Kenosha|Wards 95|95|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 95|95|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 95|95|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 95|95|District Attorney|Write-In||0
City of Kenosha|Wards 95|95|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 95|95|County Clerk|Write-In||0
City of Kenosha|Wards 95|95|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 95|95|County Treasurer|Write-In||0
City of Kenosha|Wards 95|95|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 95|95|Register of Deeds|Write-In||0
City of Kenosha|Wards 95|95|State Referendum|Yes||0
City of Kenosha|Wards 95|95|State Referendum|No||0
City of Kenosha|Wards 96|96|President / Vice President|DEM|Kamala D. Harris / Tim Walz|0
City of Kenosha|Wards 96|96|President / Vice President|REP|Donald J. Trump / JD Vance|0
City of Kenosha|Wards 96|96|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 96|96|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 96|96|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
City of Kenosha|Wards 96|96|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 96|96|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 96|96|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|0
City of Kenosha|Wards 96|96|President / Vice President|Write-In||0
City of Kenosha|Wards 96|96|United States Senator|DEM|Tammy Baldwin|0
City of Kenosha|Wards 96|96|United States Senator|REP|Eric Hovde|0
City of Kenosha|Wards 96|96|United States Senator|DTC|Phil Anderson|0
City of Kenosha|Wards 96|96|United States Senator|AFT|Thomas Leager|0
City of Kenosha|Wards 96|96|United States Senator|Write-In||0
City of Kenosha|Wards 96|96|Representative in Congress|DEM|Peter Barca|0
City of Kenosha|Wards 96|96|Representative in Congress|REP|Bryan Steil|0
City of Kenosha|Wards 96|96|Representative in Congress|GRN|Chester Todd, Jr.|0
City of Kenosha|Wards 96|96|Representative in Congress|Write-In||0
City of Kenosha|Wards 96|96|State Senator District 22|DEM|Robert W. Wirch|0
City of Kenosha|Wards 96|96|State Senator District 22|Write-In||0
City of Kenosha|Wards 96|96|Representative to the Assembly District 64|DEM|Tip McGuire|0
City of Kenosha|Wards 96|96|Representative to the Assembly District 64|REP|Ed Hibsch|0
City of Kenosha|Wards 96|96|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 96|96|District Attorney|DEM|Carli McNeill|0
City of Kenosha|Wards 96|96|District Attorney|REP|Xavier Solis|0
City of Kenosha|Wards 96|96|District Attorney|Write-In||0
City of Kenosha|Wards 96|96|County Clerk|DEM|Regi Waligora|0
City of Kenosha|Wards 96|96|County Clerk|Write-In||0
City of Kenosha|Wards 96|96|County Treasurer|DEM|Teri Jacobson|0
City of Kenosha|Wards 96|96|County Treasurer|Write-In||0
City of Kenosha|Wards 96|96|Register of Deeds|DEM|Jennifer Mack|0
City of Kenosha|Wards 96|96|Register of Deeds|Write-In||0
City of Kenosha|Wards 96|96|State Referendum|Yes||0
City of Kenosha|Wards 96|96|State Referendum|No||0
T. Brighton|Wards 1-4|1-4|President / Vice President|REP|Donald J. Trump / JD Vance|764
T. Brighton|Wards 1-4|1-4|President / Vice President|DEM|Kamala D. Harris / Tim Walz|288
T. Brighton|Wards 1-4|1-4|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|3
T. Brighton|Wards 1-4|1-4|President / Vice President|CON|Randall Terry / Stephen Broden|0
T. Brighton|Wards 1-4|1-4|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
T. Brighton|Wards 1-4|1-4|President / Vice President|GRN|Jill Stein / Rudolph Ware|0
T. Brighton|Wards 1-4|1-4|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
T. Brighton|Wards 1-4|1-4|President / Vice President|JFA|Cornel West / Melina Abdullah|0
T. Brighton|Wards 1-4|1-4|President / Vice President|Write-In||1
T. Brighton|Wards 1-4|1-4|United States Senator|REP|Eric Hovde|734
T. Brighton|Wards 1-4|1-4|United States Senator|DEM|Tammy Baldwin|292
T. Brighton|Wards 1-4|1-4|United States Senator|DTC|Phil Anderson|9
T. Brighton|Wards 1-4|1-4|United States Senator|AFT|Thomas Leager|6
T. Brighton|Wards 1-4|1-4|United States Senator|Write-In||1
T. Brighton|Wards 1-4|1-4|Representative in Congress|REP|Bryan Steil|773
T. Brighton|Wards 1-4|1-4|Representative in Congress|DEM|Peter Barca|256
T. Brighton|Wards 1-4|1-4|Representative in Congress|GRN|Chester Todd, Jr.|4
T. Brighton|Wards 1-4|1-4|Representative in Congress|Write-In||1
T. Brighton|Wards 1-4|1-4|Representative to the Assembly District 32|REP|Amanda Nedweski|775
T. Brighton|Wards 1-4|1-4|Representative to the Assembly District 32|DEM|Michael Dhindsa|246
T. Brighton|Wards 1-4|1-4|Representative to the Assembly District 32|Write-In||2
T. Brighton|Wards 1-4|1-4|District Attorney|REP|Xavier Solis|700
T. Brighton|Wards 1-4|1-4|District Attorney|DEM|Carli McNeill|302
T. Brighton|Wards 1-4|1-4|District Attorney|Write-In||2
T. Brighton|Wards 1-4|1-4|County Clerk|DEM|Regi Waligora|600
T. Brighton|Wards 1-4|1-4|County Clerk|Write-In||38
T. Brighton|Wards 1-4|1-4|County Treasurer|DEM|Teri Jacobson|604
T. Brighton|Wards 1-4|1-4|County Treasurer|Write-In||35
T. Brighton|Wards 1-4|1-4|Register of Deeds|DEM|Jennifer Mack|577
T. Brighton|Wards 1-4|1-4|Register of Deeds|Write-In||31
T. Brighton|Wards 1-4|1-4|State Referendum|Yes||814
T. Brighton|Wards 1-4|1-4|State Referendum|No||172
T. Brighton|Wards 1-4|1-4|Union Grove Union High School Referendum Union Grove Union|Yes||19
T. Brighton|Wards 1-4|1-4|Union Grove Union High School Referendum Union Grove Union|No||17
T. Paris|Wards 1,2|1,2|President / Vice President|REP|Donald J. Trump / JD Vance|672
T. Paris|Wards 1,2|1,2|President / Vice President|DEM|Kamala D. Harris / Tim Walz|313
T. Paris|Wards 1,2|1,2|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|5
T. Paris|Wards 1,2|1,2|President / Vice President|GRN|Jill Stein / Rudolph Ware|4
T. Paris|Wards 1,2|1,2|President / Vice President|CON|Randall Terry / Stephen Broden|2
T. Paris|Wards 1,2|1,2|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|1
T. Paris|Wards 1,2|1,2|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
T. Paris|Wards 1,2|1,2|President / Vice President|JFA|Cornel West / Melina Abdullah|0
T. Paris|Wards 1,2|1,2|President / Vice President|Write-In||1
T. Paris|Wards 1,2|1,2|United States Senator|REP|Eric Hovde|659
T. Paris|Wards 1,2|1,2|United States Senator|DEM|Tammy Baldwin|309
T. Paris|Wards 1,2|1,2|United States Senator|DTC|Phil Anderson|14
T. Paris|Wards 1,2|1,2|United States Senator|AFT|Thomas Leager|9
T. Paris|Wards 1,2|1,2|United States Senator|Write-In||0
